1328898772445880327	Tue Nov 17 22:12:11 EST 2020	0	0	hooj
1328899059592142848	Tue Nov 17 22:13:20 EST 2020	0	0	@elonmusk @jack @jeffbezos @lloydblankfein @tim_cook if you could please tweet a few times that would be helpful I am testing some streaming. Hope you are doing well.
