date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2015/11/25,1490682.0000,188.9900,0.97,0.5159,-2.06,-1.0783,189.1500,0.48,0.2544,-4.51,-2.3288,188.1500,1.59,0.8523,-2.86,-1.4973,189.7700,-0.025,-0.0132,-4.28,-2.2056
2015/11/27,1092728.0000,189.1600,0.17,0.09,-4.66,-2.4043,190.4700,1.32,0.6979,-2.56,-1.3262,188.8501,0.7001,0.3721,-2.8199,-1.4712,191.1900,1.42,0.7483,-3.02,-1.555
2015/11/30,3381893.0000,190.5000,1.34,0.7084,-2.5,-1.2953,190.0200,-0.45,-0.2363,-1.45,-0.7573,189.2400,0.3899,0.2065,-1.87,-0.9785,191.0800,-0.11,-0.0575,-2.41,-1.2455
2015/12/01,4141335.0000,191.2200,0.72,0.378,-0.08,-0.0418,193.0700,3.05,1.6051,3.88,2.0508,190.0100,0.77,0.4069,1.49,0.7904,193.1500,2.07,1.0833,1.66,0.8669
2015/12/02,1814415.0000,193.3000,2.08,1.0878,5.28,2.8082,190.2600,-2.81,-1.4554,1.59,0.8427,189.8041,-0.2059,-0.1084,3.2441,1.7389,193.8400,0.69,0.3572,4.045,2.1312
2015/12/03,3584308.0000,190.6600,-2.64,-1.3658,1.67,0.8836,185.2000,-5.06,-2.6595,-3.95,-2.0883,184.7300,-5.0741,-2.6733,-3.42,-1.8177,191.6500,-2.19,-1.1298,1.88,0.9907
2015/12/04,3517116.0000,185.6100,-5.05,-2.6487,-3.55,-1.8767,189.9900,4.79,2.5864,-0.48,-0.252,184.7500,0.02,0.0108,-4.1001,-2.1711,190.6200,-1.03,-0.5374,-0.57,-0.2981
2015/12/07,3499815.0000,190.0000,4.39,2.3652,-0.5,-0.2625,185.4900,-4.5,-2.3685,-4.53,-2.384,185.0000,0.25,0.1353,-4.24,-2.2405,190.1200,-0.5,-0.2623,-0.96,-0.5024
2015/12/08,2663499.0000,183.9200,-6.08,-3.2,-7.3,-3.8176,182.9200,-2.57,-1.3855,-10.15,-5.2572,181.8400,-3.16,-1.7081,-8.17,-4.2998,184.4700,-5.65,-2.9718,-8.68,-4.4939
2015/12/09,3903891.0000,182.0200,-1.9,-1.0331,-11.28,-5.8355,180.7100,-2.21,-1.2082,-9.55,-5.0194,179.8267,-2.0133,-1.1072,-9.9774,-5.2567,184.8500,0.38,0.206,-8.99,-4.6378
2015/12/10,2199104.0000,180.9900,-1.03,-0.5659,-9.67,-5.0719,182.1100,1.4,0.7747,-3.09,-1.6685,180.3100,0.4833,0.2688,-4.42,-2.3927,183.9300,-0.92,-0.4977,-7.72,-4.0282
2015/12/11,3740089.0000,179.6800,-1.31,-0.7238,-5.93,-3.1949,176.5600,-5.55,-3.0476,-13.43,-7.0688,175.4700,-4.84,-2.6843,-9.28,-5.023,180.1500,-3.78,-2.0551,-10.47,-5.4926
2015/12/14,5071124.0000,176.6700,-3.01,-1.6752,-13.33,-7.0158,176.4000,-0.16,-0.0906,-9.09,-4.9005,172.9000,-2.57,-1.4646,-12.1,-6.5405,178.6300,-1.52,-0.8437,-11.49,-6.0436
2015/12/15,3394398.0000,178.9800,2.31,1.3075,-4.94,-2.686,182.0100,5.61,3.1803,-0.91,-0.4975,178.8500,5.95,3.4413,-2.99,-1.6443,183.2800,4.65,2.6031,-1.19,-0.6451
2015/12/16,3176924.0000,184.0100,5.03,2.8104,1.99,1.0933,186.2100,4.2,2.3076,5.5,3.0436,181.6800,2.83,1.5823,1.8533,1.0306,186.8800,3.6,1.9642,2.03,1.0982
2015/12/17,2801023.0000,186.8800,2.87,1.5597,5.89,3.2543,182.6100,-3.6,-1.9333,0.5,0.2746,182.6100,0.93,0.5119,2.3,1.2756,187.8900,1.01,0.5405,3.96,2.153
2015/12/18,6729182.0000,181.2000,-5.68,-3.0394,1.52,0.8459,175.4900,-7.12,-3.899,-1.07,-0.606,175.3900,-7.22,-3.9538,-0.08,-0.0456,181.9000,-5.99,-3.188,1.75,0.9714
2015/12/21,2454154.0000,177.5000,-3.7,-2.0419,0.83,0.4698,177.7500,2.26,1.2878,1.35,0.7653,175.8300,0.44,0.2509,2.93,1.6946,178.1500,-3.75,-2.0616,-0.48,-0.2687
2015/12/22,2296991.0000,178.9000,1.4,0.7887,-0.08,-0.0447,180.0500,2.3,1.294,-1.96,-1.0769,177.0500,1.22,0.6939,-1.8,-1.0064,180.6933,2.5433,1.4276,-2.5867,-1.4113
2015/12/23,2351087.0000,180.7000,1.8,1.0061,-3.31,-1.7988,182.9500,2.9,1.6107,-3.26,-1.7507,180.4600,3.41,1.926,-1.22,-0.6715,183.0000,2.3067,1.2766,-3.88,-2.0762
2015/12/24,1107633.0000,182.2700,1.57,0.8688,-4.61,-2.4668,182.4700,-0.48,-0.2624,-0.14,-0.0767,182.0200,1.56,0.8645,-0.59,-0.3231,183.1700,0.17,0.0929,-4.72,-2.5121
2015/12/28,1719700.0000,181.7700,-0.5,-0.2743,0.57,0.3146,181.6200,-0.85,-0.4658,6.13,3.4931,179.8400,-2.18,-1.1977,4.45,2.5372,181.9325,-1.2375,-0.6756,0.0325,0.0179
2015/12/29,1848845.0000,182.8200,1.05,0.5777,5.32,2.9972,183.5300,1.91,1.0516,5.78,3.2518,182.5003,2.6603,1.4793,6.6703,3.7936,184.1800,2.2475,1.2353,6.03,3.3848
2015/12/30,1500000.0000,183.2800,0.46,0.2516,4.38,2.4483,182.0100,-1.52,-0.8282,1.96,1.0886,181.8400,-0.6603,-0.3618,4.79,2.7055,183.5300,-0.65,-0.3529,2.8367,1.5699
2015/12/31,1773329.0000,181.1600,-2.12,-1.1567,0.46,0.2546,180.2300,-1.78,-0.978,-2.72,-1.4867,180.0300,-1.81,-0.9954,-0.43,-0.2383,182.8850,-0.645,-0.3514,-0.115,-0.0628
2016/01/04,3714539.0000,175.7900,-5.37,-2.9642,-6.48,-3.5552,177.1400,-3.09,-1.7145,-5.33,-2.921,173.7600,-6.27,-3.4828,-8.26,-4.538,177.1900,-5.695,-3.114,-5.98,-3.2647
2016/01/05,4518473.0000,176.7100,0.92,0.5234,-5.06,-2.7837,174.0900,-3.05,-1.7218,-7.53,-4.146,172.9200,-0.84,-0.4834,-6.92,-3.8479,177.5000,0.31,0.175,-4.4325,-2.4363
2016/01/06,5517525.0000,171.3100,-5.4,-3.0559,-11.51,-6.2958,169.8400,-4.25,-2.4413,-13.69,-7.4593,169.1000,-3.82,-2.2091,-13.4003,-7.3426,172.0200,-5.48,-3.0873,-12.16,-6.6022
2016/01/07,5669345.0000,166.6700,-4.64,-2.7085,-16.61,-9.0626,164.6200,-5.22,-3.0735,-17.39,-9.5544,163.6000,-5.5,-3.2525,-18.24,-10.0308,169.5000,-2.52,-1.4649,-14.03,-7.6445
2016/01/08,4917930.0000,166.7500,0.08,0.048,-14.41,-7.9543,163.9400,-0.68,-0.4131,-16.29,-9.0385,163.6300,0.03,0.0183,-16.4,-9.1096,168.4200,-1.08,-0.6372,-14.465,-7.9093
2016/01/11,4375689.0000,165.0000,-1.75,-1.0495,-10.79,-6.138,165.7300,1.79,1.0919,-11.41,-6.4412,163.3400,-0.29,-0.1772,-10.42,-5.9968,166.4600,-1.96,-1.1638,-10.73,-6.0556
2016/01/12,4434511.0000,166.8900,1.89,1.1455,-9.82,-5.5571,165.7100,-0.02,-0.0121,-8.38,-4.8136,163.3000,-0.04,-0.0245,-9.62,-5.5633,168.1800,1.72,1.0333,-9.32,-5.2507
2016/01/13,5249362.0000,166.4600,-0.43,-0.2577,-4.85,-2.8311,158.9900,-6.72,-4.0553,-10.85,-6.3884,157.9200,-5.38,-3.2945,-11.18,-6.6115,167.1000,-1.08,-0.6422,-4.92,-2.8601
2016/01/14,4268032.0000,160.3000,-6.16,-3.7006,-6.37,-3.8219,161.3900,2.4,1.5095,-3.23,-1.9621,156.7600,-1.16,-0.7345,-6.84,-4.1809,162.5100,-4.59,-2.7469,-6.99,-4.1239
2016/01/15,6227425.0000,156.7000,-3.6,-2.2458,-10.05,-6.027,155.6100,-5.78,-3.5814,-8.33,-5.0811,153.8100,-2.95,-1.8819,-9.82,-6.0013,157.9900,-4.52,-2.7814,-10.43,-6.1929
2016/01/19,5848324.0000,157.5600,0.86,0.5488,-7.44,-4.5091,156.8200,1.21,0.7776,-8.91,-5.3762,155.2848,1.4748,0.9588,-8.0552,-4.9316,158.7600,0.77,0.4874,-7.7,-4.6257
2016/01/20,9360593.0000,154.1000,-3.46,-2.196,-12.79,-7.6637,153.7500,-3.07,-1.9577,-11.96,-7.2174,151.6500,-3.6348,-2.3407,-11.65,-7.1341,158.3700,-0.39,-0.2457,-9.81,-5.833
2016/01/21,5730886.0000,153.9700,-0.13,-0.0844,-12.49,-7.5033,151.6500,-2.1,-1.3659,-7.34,-4.6166,151.4900,-0.16,-0.1055,-6.43,-4.0717,155.1600,-3.21,-2.0269,-11.94,-7.1454
2016/01/22,5578673.0000,154.5800,0.61,0.3962,-5.72,-3.5683,156.8600,5.21,3.4355,-4.53,-2.8069,153.8600,2.37,1.5645,-2.9,-1.85,156.9900,1.83,1.1794,-5.52,-3.3967
2016/01/25,5043926.0000,156.4000,1.82,1.1774,-0.3,-0.1914,151.1200,-5.74,-3.6593,-4.49,-2.8854,151.1200,-2.74,-1.7808,-2.69,-1.7489,156.5300,-0.46,-0.293,-1.46,-0.9241
2016/01/26,5237676.0000,151.4100,-4.99,-3.1905,-6.15,-3.9033,154.4500,3.33,2.2035,-2.37,-1.5113,151.1900,0.07,0.0463,-4.0948,-2.637,156.1000,-0.43,-0.2747,-2.66,-1.6755
2016/01/27,5151866.0000,153.5900,2.18,1.4398,-0.51,-0.331,153.7200,-0.73,-0.4726,-0.03,-0.0195,153.1900,2.0,1.3228,1.54,1.0155,158.4300,2.33,1.4926,0.06,0.0379
2016/01/28,4291885.0000,155.0100,1.42,0.9245,1.04,0.6755,157.0600,3.34,2.1728,5.41,3.5674,152.5300,-0.66,-0.4308,1.04,0.6865,158.0500,-0.38,-0.2399,2.89,1.8626
2016/01/29,4881327.0000,158.6400,3.63,2.3418,4.06,2.6265,161.5600,4.5,2.8651,4.7,2.9963,157.7800,5.25,3.4419,3.92,2.5478,161.5900,3.54,2.2398,4.6,2.9301
2016/02/01,2957041.0000,160.4100,1.77,1.1157,4.01,2.5639,159.6500,-1.91,-1.1822,8.53,5.6445,158.4500,0.67,0.4246,7.33,4.8504,161.0000,-0.59,-0.3651,4.47,2.8557
2016/02/02,6306226.0000,157.0000,-3.41,-2.1258,5.59,3.692,151.7000,-7.95,-4.9796,-2.75,-1.7805,150.1550,-8.295,-5.2351,-1.035,-0.6846,157.0000,-4.0,-2.4845,0.9,0.5766
2016/02/03,5883610.0000,152.5000,-4.5,-2.8662,-1.09,-0.7097,152.6800,0.98,0.646,-1.04,-0.6766,147.0100,-3.145,-2.0945,-6.18,-4.0342,153.8400,-3.16,-2.0127,-4.59,-2.8972
2016/02/04,4569809.0000,152.3000,-0.2,-0.1311,-2.71,-1.7483,156.4900,3.81,2.4954,-0.57,-0.3629,152.0100,5.0,3.4011,-0.52,-0.3409,157.9500,4.11,2.6716,-0.1,-0.0633
2016/02/05,4595530.0000,157.5700,5.27,3.4603,-1.07,-0.6745,156.4700,-0.02,-0.0128,-5.09,-3.1505,155.6900,3.68,2.4209,-2.09,-1.3246,159.7000,1.75,1.1079,-1.89,-1.1696
