date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2018/08/01,271249120.0000,49.7825,2.2075,4.64,1.5175,3.1441,50.3750,2.8025,5.891,1.67,3.4288,49.3275,1.9925,4.2094,1.22,2.536,50.4400,2.405,5.0068,1.7275,3.5463
2018/08/02,249269720.0000,50.1450,0.3625,0.7282,1.4925,3.0677,51.8475,1.4725,2.9231,3.295,6.7865,50.0875,0.76,1.5407,1.685,3.4812,52.0950,1.655,3.2811,3.105,6.338
2018/08/03,133632200.0000,51.7575,1.6125,3.2157,3.01,6.1747,51.9975,0.15,0.2893,4.2525,8.9067,51.3701,1.2826,2.5607,3.8451,8.0907,52.1850,0.09,0.1728,3.3875,6.942
2018/08/06,101584400.0000,52.0000,0.2425,0.4685,4.025,8.3898,52.2675,0.27,0.5193,4.79,10.089,51.7675,0.3974,0.7736,4.5,9.5203,52.3125,0.1275,0.2443,4.2625,8.871
2018/08/07,102102600.0000,52.3300,0.33,0.6346,4.755,9.9947,51.7775,-0.49,-0.9375,4.205,8.8391,51.6900,-0.0775,-0.1497,4.355,9.2004,52.3750,0.0625,0.1195,4.34,9.0351
2018/08/08,89975000.0000,51.5125,-0.8175,-1.5622,1.73,3.4751,51.8125,0.035,0.0676,1.4375,2.8536,51.1300,-0.56,-1.0834,1.8025,3.6541,51.9525,-0.4225,-0.8067,1.5125,2.9986
2018/08/09,93558120.0000,51.8200,0.3075,0.5969,1.675,3.3403,52.2200,0.4075,0.7865,0.3725,0.7185,51.8000,0.67,1.3104,1.7125,3.419,52.4450,0.4925,0.948,0.35,0.6718
2018/08/10,98369840.0000,51.8400,0.02,0.0386,0.0825,0.1594,51.8825,-0.3375,-0.6463,-0.115,-0.2212,51.6675,-0.1325,-0.2558,0.2974,0.5789,52.2750,-0.17,-0.3241,0.09,0.1725
2018/08/13,103458040.0000,51.9250,0.085,0.164,-0.075,-0.1442,52.2175,0.335,0.6457,-0.05,-0.0957,51.9250,0.2575,0.4984,0.1575,0.3042,52.7380,0.463,0.8857,0.4255,0.8134
2018/08/14,82717080.0000,52.5388,0.6138,1.1821,0.2088,0.399,52.4375,0.22,0.4213,0.66,1.2747,52.0650,0.14,0.2696,0.375,0.7255,52.6400,-0.098,-0.1858,0.265,0.506
2018/08/15,114380920.0000,52.3050,-0.2338,-0.445,0.7925,1.5385,52.5600,0.1225,0.2336,0.7475,1.4427,52.0825,0.0175,0.0336,0.9525,1.8629,52.6850,0.045,0.0855,0.7325,1.4099
2018/08/16,110381240.0000,52.9375,0.6325,1.2093,1.1175,2.1565,53.3300,0.77,1.465,1.11,2.1256,52.8675,0.785,1.5072,1.0675,2.0608,53.4530,0.768,1.4577,1.008,1.922
2018/08/17,140137640.0000,53.3600,0.4225,0.7981,1.52,2.9321,54.3950,1.065,1.997,2.5125,4.8427,53.2900,0.4225,0.7992,1.6225,3.1403,54.4875,1.0345,1.9353,2.2125,4.2324
