date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2015/11/24,4536359.0000,674.1400,2.64,0.3931,23.49,3.6102,671.1500,-7.84,-1.1547,27.85,4.3292,661.2125,-7.2375,-1.0827,20.2125,3.1533,675.8000,-6.97,-1.0208,22.55,3.452
2015/11/25,2690424.0000,675.0000,0.86,0.1276,28.49,4.4067,675.3400,4.19,0.6243,11.8,1.7783,671.2400,10.0275,1.5165,24.87,3.8476,679.7000,3.9,0.5771,14.82,2.229
2015/11/27,1966801.0000,680.8000,5.8,0.8593,15.81,2.3775,673.2600,-2.08,-0.308,11.99,1.8132,672.1000,0.86,0.1281,13.1,1.9879,680.9900,1.29,0.1898,8.13,1.2083
2015/11/30,5492054.0000,675.9000,-4.9,-0.7197,7.96,1.1917,664.8000,-8.46,-1.2566,-3.65,-0.546,664.6000,-7.5,-1.1159,7.03,1.0691,681.2900,0.3,0.0441,12.42,1.8569
2015/12/01,4747651.0000,673.7500,-2.15,-0.3181,2.25,0.3351,679.0600,14.26,2.145,0.07,0.0103,667.8600,3.26,0.4905,-0.59,-0.0883,681.0000,-0.29,-0.0426,-1.77,-0.2592
2015/12/02,4265404.0000,681.0000,7.25,1.0761,6.86,1.0176,676.0100,-3.05,-0.4492,4.86,0.7241,674.2500,6.39,0.9568,13.0375,1.9718,684.8200,3.82,0.5609,9.02,1.3347
2015/12/03,5058428.0000,679.4400,-1.56,-0.2291,4.44,0.6578,666.2500,-9.76,-1.4438,-9.09,-1.346,661.4800,-12.77,-1.894,-9.76,-1.454,682.7900,-2.03,-0.2964,3.09,0.4546
2015/12/04,4532424.0000,666.0000,-13.44,-1.9781,-14.8,-2.1739,672.6400,6.39,0.9591,-0.62,-0.0921,661.4000,-0.08,-0.0121,-10.7,-1.592,674.7750,-8.015,-1.1739,-6.215,-0.9126
2015/12/07,3730440.0000,674.7400,8.74,1.3123,-1.16,-0.1716,669.8300,-2.81,-0.4178,5.03,0.7566,660.5000,-0.9,-0.1361,-4.1,-0.6169,675.4600,0.685,0.1015,-5.83,-0.8557
2015/12/08,3646397.0000,663.1300,-11.61,-1.7207,-10.62,-1.5763,677.3300,7.5,1.1197,-1.73,-0.2548,659.7900,-0.71,-0.1075,-8.07,-1.2083,679.9900,4.53,0.6707,-1.01,-0.1483
2015/12/09,5150488.0000,678.0000,14.87,2.2424,-3.0,-0.4405,664.7900,-12.54,-1.8514,-11.22,-1.6597,655.6800,-4.11,-0.6229,-18.57,-2.7542,679.0000,-0.99,-0.1456,-5.82,-0.8499
2015/12/10,3446523.0000,665.5900,-12.41,-1.8304,-13.85,-2.0384,662.3200,-2.47,-0.3715,-3.93,-0.5899,659.5600,3.88,0.5918,-1.92,-0.2903,668.5260,-10.474,-1.5426,-14.264,-2.0891
2015/12/11,5459737.0000,651.2300,-14.36,-2.1575,-14.77,-2.2177,640.1500,-22.17,-3.3473,-32.49,-4.8302,639.6200,-19.94,-3.0232,-21.78,-3.293,657.8800,-10.646,-1.5925,-16.895,-2.5038
2015/12/14,4340805.0000,641.7500,-9.48,-1.4557,-32.99,-4.8893,657.9100,17.76,2.7743,-11.92,-1.7796,635.2700,-4.35,-0.6801,-25.23,-3.8198,658.5850,0.705,0.1072,-16.875,-2.4983
2015/12/15,4743133.0000,665.0300,23.28,3.6276,1.9,0.2865,658.6400,0.73,0.111,-18.69,-2.7594,657.3500,22.08,3.4757,-2.44,-0.3698,671.5000,12.915,1.961,-8.49,-1.2485
2015/12/16,3955385.0000,663.5600,-1.47,-0.221,-14.44,-2.1298,675.7700,17.13,2.6008,10.98,1.6516,659.3200,1.97,0.2997,3.64,0.5551,677.3500,5.85,0.8712,-1.65,-0.243
2015/12/17,3672133.0000,680.0000,16.44,2.4775,14.41,2.165,670.6500,-5.12,-0.7577,8.33,1.2577,670.6500,11.33,1.7184,11.09,1.6814,682.5000,5.15,0.7603,13.974,2.0903
2015/12/18,6817065.0000,668.6500,-11.35,-1.6691,17.42,2.6749,664.1400,-6.51,-0.9707,23.99,3.7476,664.1300,-6.52,-0.9722,24.51,3.832,676.8400,-5.66,-0.8293,18.96,2.882
2015/12/21,3219507.0000,668.5000,-0.15,-0.0224,26.75,4.1683,664.5100,0.37,0.0557,6.6,1.0032,658.9300,-5.2,-0.783,23.66,3.7244,669.9000,-6.94,-1.0254,11.315,1.7181
2015/12/22,2666245.0000,666.8300,-1.67,-0.2498,1.8,0.2707,663.1500,-1.36,-0.2047,4.51,0.6847,659.2600,0.33,0.0501,1.91,0.2906,668.4900,-1.41,-0.2105,-3.01,-0.4483
2015/12/23,2717739.0000,666.5000,-0.33,-0.0495,2.94,0.4431,663.7000,0.55,0.0829,-12.07,-1.7861,656.6300,-2.63,-0.3989,-2.69,-0.408,666.5970,-1.893,-0.2832,-10.753,-1.5875
2015/12/24,1092970.0000,663.3500,-3.15,-0.4726,-16.65,-2.4485,662.7900,-0.91,-0.1371,-7.86,-1.172,660.6000,3.97,0.6046,-10.05,-1.4985,664.6800,-1.917,-0.2876,-17.82,-2.611
2015/12/28,3778019.0000,665.5600,2.21,0.3332,-3.09,-0.4621,675.2000,12.41,1.8724,11.06,1.6653,665.5000,4.9,0.7417,1.37,0.2063,675.5000,10.82,1.6279,-1.34,-0.198
2015/12/29,5729914.0000,677.9800,12.42,1.8661,9.48,1.4181,693.9700,18.77,2.7799,29.46,4.4333,677.8893,12.3893,1.8617,18.9593,2.8773,696.4400,20.94,3.0999,26.54,3.9618
2015/12/30,3515318.0000,691.8900,13.91,2.0517,25.06,3.7581,689.0700,-4.9,-0.7061,25.92,3.9086,686.3750,8.4857,1.2518,27.115,4.1129,695.4900,-0.95,-0.1364,27.0,4.039
2015/12/31,3745197.0000,686.0800,-5.81,-0.8397,19.58,2.9377,675.8900,-13.18,-1.9127,12.19,1.8367,675.8900,-10.485,-1.5276,19.26,2.9332,687.7500,-7.74,-1.1129,21.153,3.1733
2016/01/04,9301459.0000,656.2900,-29.79,-4.3421,-7.06,-1.0643,636.9900,-38.9,-5.7554,-25.8,-3.8926,627.5100,-48.38,-7.158,-33.09,-5.0091,657.7150,-30.035,-4.3671,-6.965,-1.0479
2016/01/05,5814063.0000,646.8600,-9.43,-1.4369,-18.7,-2.8097,633.7900,-3.2,-0.5024,-41.41,-6.133,627.6500,0.14,0.0223,-37.85,-5.6875,646.9100,-10.805,-1.6428,-28.59,-4.2324
2016/01/06,5319526.0000,622.0000,-24.86,-3.8432,-55.98,-8.2569,632.6500,-1.14,-0.1799,-61.32,-8.8361,620.3100,-7.34,-1.1694,-57.5793,-8.4939,639.7900,-7.12,-1.1006,-56.65,-8.1342
2016/01/07,7040886.0000,621.8000,-0.2,-0.0322,-70.09,-10.1302,607.9400,-24.71,-3.9058,-81.13,-11.7738,605.2100,-15.1,-2.4343,-81.165,-11.8252,630.0000,-9.79,-1.5302,-65.49,-9.4164
2016/01/08,5502757.0000,619.6600,-2.14,-0.3442,-66.42,-9.6811,607.0500,-0.89,-0.1464,-68.84,-10.1851,606.0000,0.79,0.1305,-69.89,-10.3404,624.1400,-5.86,-0.9302,-63.61,-9.249
2016/01/11,4874135.0000,612.4800,-7.18,-1.1587,-43.81,-6.6754,617.7400,10.69,1.761,-19.25,-3.022,598.5700,-7.43,-1.2261,-28.94,-4.6119,619.8500,-4.29,-0.6873,-37.865,-5.7571
2016/01/12,4705651.0000,625.2500,12.77,2.085,-21.61,-3.3408,617.8900,0.15,0.0243,-15.9,-2.5087,612.2415,13.6715,2.284,-15.4085,-2.455,625.9900,6.14,0.9906,-20.92,-3.2338
2016/01/13,7643288.0000,620.8800,-4.37,-0.6989,-1.12,-0.1801,581.8100,-36.08,-5.8392,-50.84,-8.036,579.1600,-33.0815,-5.4033,-41.15,-6.6338,620.8800,-5.11,-0.8163,-18.91,-2.9557
2016/01/14,7225454.0000,580.2500,-40.63,-6.5439,-41.55,-6.6822,593.0000,11.19,1.9233,-14.94,-2.4575,569.8800,-9.28,-1.6023,-35.33,-5.8376,602.2500,-18.63,-3.0006,-27.75,-4.4048
2016/01/15,7776868.0000,572.2400,-8.01,-1.3804,-47.42,-7.6526,570.1800,-22.82,-3.8482,-36.87,-6.0736,565.3000,-4.58,-0.8037,-40.7,-6.7162,584.6200,-17.63,-2.9274,-39.52,-6.3319
2016/01/19,4801408.0000,577.0900,4.85,0.8475,-35.39,-5.7781,574.4800,4.3,0.7541,-43.26,-7.0029,566.4500,1.15,0.2034,-32.12,-5.3661,584.0000,-0.62,-0.1061,-35.85,-5.7837
2016/01/20,7957643.0000,564.3600,-12.73,-2.2059,-60.89,-9.7385,571.7700,-2.71,-0.4717,-46.12,-7.4641,547.1800,-19.27,-3.4019,-65.0615,-10.6268,578.4500,-5.55,-0.9503,-47.54,-7.5944
2016/01/21,4937346.0000,573.5800,9.22,1.6337,-47.3,-7.6182,575.0200,3.25,0.5684,-6.79,-1.167,568.2200,21.04,3.8452,-10.94,-1.8889,588.8100,10.36,1.791,-32.07,-5.1652
2016/01/22,5104594.0000,588.7300,15.15,2.6413,8.48,1.4614,596.3800,21.36,3.7147,3.38,0.57,584.1079,15.8879,2.7961,14.2279,2.4966,600.1000,11.29,1.9174,-2.15,-0.357
2016/01/25,4386098.0000,597.9900,9.26,1.5729,25.75,4.4999,596.5300,0.15,0.0252,26.35,4.6213,594.5600,10.4521,1.7894,29.26,5.176,608.5000,8.4,1.3998,23.88,4.0847
2016/01/26,3755042.0000,603.4500,5.46,0.9131,26.36,4.5677,601.2500,4.72,0.7912,26.77,4.6599,590.3800,-4.18,-0.703,23.93,4.2246,604.5000,-4.0,-0.6574,20.5,3.5103
2016/01/27,5103760.0000,601.9900,-1.46,-0.2419,37.63,6.6677,583.3500,-17.9,-2.9771,11.58,2.0253,578.7800,-11.6,-1.9648,31.6,5.7751,603.3900,-1.11,-0.1836,24.94,4.3115
