date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2015/12/28,9500855.0000,46.2980,0.186,0.4034,-0.28,-0.6011,45.7900,-0.324,-0.7026,-0.302,-0.6552,45.1080,-0.548,-1.2003,-0.75,-1.6355,46.3960,0.02,0.0431,-0.784,-1.6617
2015/12/29,12012190.0000,46.0120,-0.286,-0.6177,-0.326,-0.7035,47.4380,1.648,3.599,0.926,1.9909,45.9094,0.8014,1.7766,-0.3066,-0.6634,47.5440,1.148,2.4744,0.378,0.8014
2015/12/30,18472240.0000,47.3200,1.308,2.8427,0.322,0.6851,47.6180,0.18,0.3794,1.628,3.5399,47.1341,1.2247,2.6676,1.2081,2.6305,48.7268,1.1828,2.4878,1.4168,2.9947
2015/12/31,13569085.0000,47.7020,0.382,0.8073,1.266,2.7263,48.0020,0.384,0.8064,2.062,4.4885,47.6740,0.5399,1.1455,2.048,4.4887,48.6900,-0.0368,-0.0755,2.0,4.2836
2016/01/04,34117550.0000,46.1440,-1.558,-3.2661,0.032,0.0694,44.6820,-3.32,-6.9164,-1.432,-3.1053,43.8000,-3.874,-8.126,-1.856,-4.0652,46.2760,-2.414,-4.9579,-0.1,-0.2156
2016/01/05,15927625.0000,45.2720,-0.872,-1.8897,-1.026,-2.2161,44.6860,0.004,0.009,-1.104,-2.411,44.0000,0.2,0.4566,-1.108,-2.4563,45.3780,-0.898,-1.9405,-1.018,-2.1942
2016/01/06,18871765.0000,44.0000,-1.272,-2.8097,-2.012,-4.3728,43.8080,-0.878,-1.9648,-3.63,-7.6521,43.1960,-0.804,-1.8273,-2.7134,-5.9103,44.0100,-1.368,-3.0147,-3.534,-7.4331
2016/01/07,17753520.0000,42.8380,-1.162,-2.6409,-4.482,-9.4717,43.1300,-0.678,-1.5477,-4.488,-9.425,42.7340,-0.462,-1.0695,-4.4001,-9.3353,43.6880,-0.322,-0.7317,-5.0388,-10.3409
2016/01/08,17861800.0000,43.5720,0.734,1.7134,-4.13,-8.6579,42.2000,-0.93,-2.1563,-5.802,-12.087,42.1540,-0.58,-1.3572,-5.52,-11.5786,44.0880,0.4,0.9156,-4.602,-9.4516
2016/01/11,20454215.0000,42.8020,-0.77,-1.7672,-3.342,-7.2425,41.5700,-0.63,-1.4929,-3.112,-6.9648,40.6000,-1.554,-3.6865,-3.2,-7.3059,42.8900,-1.198,-2.7173,-3.386,-7.317
2016/01/12,15395255.0000,42.3200,-0.482,-1.1261,-2.952,-6.5206,41.9940,0.424,1.02,-2.692,-6.0243,41.0620,0.462,1.1379,-2.938,-6.6773,42.7479,-0.1421,-0.3313,-2.6301,-5.796
2016/01/13,20604965.0000,42.4020,0.082,0.1938,-1.598,-3.6318,40.0620,-1.932,-4.6007,-3.746,-8.5509,40.0000,-1.062,-2.5863,-3.196,-7.3988,42.5300,-0.2179,-0.5097,-1.48,-3.3629
2016/01/14,32452895.0000,40.4420,-1.96,-4.6224,-2.396,-5.5932,41.2360,1.174,2.9305,-1.894,-4.3914,38.6760,-1.324,-3.31,-4.058,-9.496,42.0000,-0.53,-1.2462,-1.688,-3.8638
