date,volume,open,open_difference_daily,open_difference_weekly,close,close_difference_daily,close_difference_weekly,low,low_difference_daily,low_difference_weekly,high,high_difference_daily,high_difference_weekly
2016/08/19,8293080.0000,44.7080,-0.056,-0.94,45.0000,0.298,-0.13,44.5060,0.048,-0.418,45.0338,-0.0982,-0.9402
2016/08/22,10308460.0000,44.8340,0.126,-0.4,44.5860,-0.414,-0.396,44.5360,0.03,-0.146,45.0220,-0.0118,-0.492
2016/08/23,23738725.0000,44.8640,0.03,-0.218,44.9680,0.382,-0.154,44.5600,0.024,-0.248,45.6980,0.676,0.368
2016/08/24,12834735.0000,45.4100,0.546,0.206,44.5240,-0.444,-0.594,44.4440,-0.116,-0.542,45.4300,-0.268,-0.47
2016/08/25,8801060.0000,44.6220,-0.788,-0.476,44.1920,-0.332,-0.53,44.1540,-0.29,-0.528,44.7600,-0.67,-0.678
2016/08/26,11190435.0000,44.4280,-0.194,-0.438,43.9980,-0.194,-0.65,43.7640,-0.39,-0.796,44.5710,-0.189,-0.395
2016/08/29,16306905.0000,44.0300,-0.398,-0.734,43.0400,-0.958,-1.662,43.0000,-0.764,-1.458,44.0800,-0.491,-1.052
2016/08/30,15821110.0000,43.2220,-0.808,-1.486,42.2680,-0.772,-2.732,42.1040,-0.896,-2.402,43.2220,-0.858,-1.8118
2016/08/31,16374270.0000,42.0860,-1.136,-2.748,42.4020,0.134,-2.184,41.7300,-0.374,-2.806,42.5200,-0.702,-2.502
2016/09/01,39662220.0000,41.8020,-0.284,-3.062,40.1540,-2.248,-4.814,40.1000,-1.63,-4.46,42.2200,-0.3,-3.478
2016/09/02,29850770.0000,40.4660,-1.336,-4.944,39.5560,-0.598,-4.968,39.2400,-0.86,-5.204,40.6400,-1.58,-4.79
2016/09/06,21930965.0000,39.8040,-0.662,-4.818,40.5660,1.01,-3.626,39.8000,0.56,-4.354,40.6500,0.01,-4.11
2016/09/07,18189590.0000,41.1000,1.296,-3.328,40.3420,-0.224,-3.656,40.1420,0.342,-3.622,41.2994,0.6494,-3.2716
2016/09/08,16861465.0000,39.9100,-1.19,-4.12,39.4720,-0.87,-3.568,39.2720,-0.87,-3.728,39.9780,-1.3214,-4.102
2016/09/09,18768670.0000,39.8180,-0.092,-3.404,38.8940,-0.578,-3.374,38.7400,-0.532,-3.364,39.9840,0.006,-3.238
2016/09/12,18570245.0000,39.0000,-0.818,-3.086,39.6600,0.766,-2.742,38.8200,0.08,-2.91,40.2738,0.2898,-2.2462
2016/09/13,17915700.0000,39.4120,0.412,-2.39,39.2100,-0.45,-0.944,38.6900,-0.13,-1.41,39.6980,-0.5758,-2.522
2016/09/14,11280715.0000,39.1500,-0.262,-1.316,39.2820,0.072,-0.274,38.9712,0.2812,-0.2688,39.5850,-0.113,-1.055
2016/09/15,15414710.0000,39.2980,0.148,-0.506,40.0840,0.802,-0.482,39.2800,0.3088,-0.52,40.5039,0.9189,-0.1461
2016/09/16,15521330.0000,40.0840,0.786,-1.016,41.0800,0.996,0.738,39.8000,0.52,-0.342,41.1400,0.6361,-0.1594
2016/09/19,11491590.0000,41.4000,1.316,1.49,41.2680,0.188,1.796,41.0000,1.2,1.728,41.8860,0.746,1.908
2016/09/20,12042780.0000,41.3700,-0.03,1.552,40.9280,-0.34,2.034,40.7820,-0.218,2.042,41.5500,-0.336,1.566
2016/09/21,13156425.0000,41.2740,-0.096,2.274,41.0440,0.116,1.384,40.3120,-0.47,1.492,41.4000,-0.15,1.1262
2016/09/22,11908000.0000,41.2800,0.006,1.868,41.2860,0.242,2.076,40.6000,0.288,1.91,41.4560,0.056,1.758
2016/09/23,14520625.0000,41.1980,-0.082,2.048,41.4900,0.204,2.208,41.1340,0.534,2.1628,42.0360,0.58,2.451
2016/09/26,11966865.0000,41.3000,0.102,2.002,41.7980,0.308,1.714,41.3000,0.166,2.02,42.2000,0.164,1.6961
2016/09/27,16839535.0000,41.9300,0.63,1.846,41.1620,-0.636,0.082,40.9219,-0.3781,1.1219,41.9964,-0.2036,0.8564
2016/09/28,10396620.0000,41.5020,-0.428,0.102,41.2540,0.092,-0.014,41.0520,0.1301,0.052,41.6500,-0.3464,-0.236
2016/09/29,13570200.0000,41.1200,-0.382,-0.25,40.1400,-1.114,-0.788,40.1160,-0.936,-0.666,41.4660,-0.184,-0.084
2016/09/30,12908650.0000,40.4420,-0.678,-0.832,40.8060,0.666,-0.238,39.9100,-0.206,-0.402,40.9960,-0.47,-0.404
2016/10/03,29946710.0000,42.4600,2.018,1.18,42.7400,1.934,1.454,41.6500,1.74,1.05,43.1338,2.1378,1.6778
2016/10/04,17689765.0000,42.6200,0.16,1.422,42.2820,-0.458,0.792,41.7640,0.114,0.63,42.6640,-0.4698,0.628
2016/10/05,9362280.0000,42.4480,-0.172,1.148,41.6920,-0.59,-0.106,41.6240,-0.14,0.324,42.6300,-0.034,0.43
2016/10/06,23489685.0000,40.4920,-1.956,-1.438,40.2000,-1.492,-0.962,40.0420,-1.582,-0.8799,40.8420,-1.788,-1.1544
2016/10/07,17447400.0000,40.2000,-0.292,-1.302,39.3220,-0.878,-1.932,39.1600,-0.882,-1.892,40.2640,-0.578,-1.386
2016/10/10,16556700.0000,40.2700,0.07,-0.85,40.1900,0.868,0.05,39.9320,0.772,-0.184,40.8280,0.564,-0.638
2016/10/11,11633770.0000,40.3700,0.1,-0.072,40.0200,-0.17,-0.786,39.6620,-0.27,-0.248,40.4400,-0.388,-0.556
2016/10/12,9845495.0000,40.1900,-0.18,-2.27,40.3020,0.282,-2.438,40.0840,0.422,-1.566,40.7760,0.336,-2.3578
2016/10/13,12475700.0000,40.1000,-0.09,-2.52,40.0480,-0.254,-2.234,39.4100,-0.674,-2.354,40.1790,-0.597,-2.485
2016/10/14,21327355.0000,40.1320,0.032,-2.316,39.3020,-0.746,-2.39,39.2600,-0.15,-2.364,40.2860,0.107,-2.344
2016/10/17,22591655.0000,39.4100,-0.722,-1.082,38.7920,-0.51,-1.408,38.4000,-0.86,-1.642,39.6780,-0.608,-1.164
2016/10/18,28380230.0000,39.1980,-0.212,-1.002,39.8200,1.028,0.498,38.6520,0.252,-0.508,39.8940,0.216,-0.37
2016/10/19,34830925.0000,39.9480,0.75,-0.322,40.7120,0.892,0.522,39.6120,0.96,-0.32,41.3320,1.438,0.504
2016/10/20,25347050.0000,40.4240,0.476,0.054,39.8200,-0.892,-0.2,39.4100,-0.202,-0.252,40.6000,-0.732,0.16
2016/10/21,14684540.0000,39.7200,-0.704,-0.47,40.0180,0.198,-0.284,39.4820,0.072,-0.602,40.3140,-0.286,-0.462
2016/10/24,13736720.0000,40.2000,0.48,0.1,40.5520,0.534,0.504,40.0500,0.568,0.64,40.7890,0.475,0.61
2016/10/25,12210590.0000,40.5800,0.38,0.448,40.4680,-0.084,1.166,40.2400,0.19,0.98,40.9380,0.149,0.652
2016/10/26,26734465.0000,40.2000,-0.38,0.79,40.4480,-0.02,1.656,40.0200,-0.22,1.62,40.6380,-0.3,0.96
2016/10/27,65354950.0000,42.2680,2.068,3.07,40.8020,0.354,0.982,40.3300,0.31,1.678,42.7400,2.102,2.846
2016/10/28,21367280.0000,40.8000,-1.468,0.852,39.9940,-0.808,-0.718,39.9660,-0.364,0.354,41.0640,-1.676,-0.268
2016/10/31,23456600.0000,40.4980,-0.302,0.074,39.5460,-0.448,-0.274,39.1620,-0.804,-0.248,40.4980,-0.566,-0.102
2016/11/01,35118370.0000,39.6080,-0.89,-0.112,38.1580,-1.388,-1.86,37.6210,-1.541,-1.861,39.7000,-0.798,-0.614
2016/11/02,21211250.0000,38.0100,-1.598,-2.19,37.6040,-0.554,-2.948,37.5010,-0.12,-2.549,38.5390,-1.161,-2.25
2016/11/03,13222750.0000,37.8000,-0.21,-2.78,37.4840,-0.12,-2.984,37.4080,-0.093,-2.832,38.2940,-0.245,-2.644
2016/11/04,25719575.0000,37.8000,0.0,-2.4,38.1120,0.628,-2.336,37.1920,-0.216,-2.828,38.6920,0.398,-1.946
2016/11/07,19288410.0000,38.7180,0.918,-3.55,38.6420,0.53,-2.16,38.0100,0.818,-2.32,38.8580,0.166,-3.882
2016/11/08,16264635.0000,38.7580,0.04,-2.042,38.9880,0.346,-1.006,38.2520,0.242,-1.714,39.4980,0.64,-1.566
2016/11/09,40832235.0000,37.3750,-1.383,-3.123,38.0120,-0.976,-1.534,36.7900,-1.462,-2.372,38.4000,-1.098,-2.098
2016/11/10,33731450.0000,38.2100,0.835,-1.398,37.0700,-0.942,-1.088,36.0840,-0.706,-1.537,38.3220,-0.078,-1.378
2016/11/11,19935455.0000,36.8480,-1.362,-1.162,37.7120,0.642,0.108,36.6000,0.516,-0.901,37.7760,-0.546,-0.763
2016/11/14,32739565.0000,37.6000,0.752,-0.2,36.2900,-1.422,-1.194,35.6380,-0.962,-1.77,37.6500,-0.126,-0.644
2016/11/15,19498715.0000,36.5560,-1.044,-1.244,36.7540,0.464,-1.358,36.4100,0.772,-0.782,37.2860,-0.364,-1.406
2016/11/16,17163340.0000,36.5300,-0.026,-2.188,36.7860,0.032,-1.856,36.2420,-0.168,-1.768,36.9460,-0.34,-1.912
2016/11/17,24404845.0000,36.6980,0.168,-2.06,37.7320,0.946,-1.256,36.4220,0.18,-1.83,37.8980,0.952,-1.6
2016/11/18,26032365.0000,38.1300,1.432,0.755,37.0040,-0.728,-1.008,37.0000,0.578,0.21,38.6000,0.702,0.2
2016/11/21,21779360.0000,37.0080,-1.122,-1.202,36.9040,-0.1,-0.166,36.8820,-0.118,0.798,37.7780,-0.822,-0.544
2016/11/22,28006190.0000,37.1680,0.16,0.32,38.2340,1.33,0.522,36.7420,-0.14,0.142,38.2940,0.516,0.518
2016/11/23,24451425.0000,38.1220,0.954,0.522,38.6280,0.394,2.338,37.8000,1.058,2.162,39.1288,0.8348,1.4788
2016/11/25,11830490.0000,38.7280,0.606,2.172,39.3300,0.702,2.576,38.7280,0.928,2.318,39.4474,0.3186,2.1614
2016/11/28,22605410.0000,39.0960,0.368,2.566,39.2240,-0.106,2.438,38.9100,0.182,2.668,39.8700,0.4226,2.924
2016/11/29,22176560.0000,39.1120,0.016,2.414,37.9140,-1.31,0.182,37.9000,-1.01,1.478,39.3460,-0.524,1.448
2016/11/30,17724455.0000,38.2000,-0.912,0.07,37.8800,-0.034,0.876,37.5000,-0.4,0.5,38.3780,-0.968,-0.222
2016/12/01,25595525.0000,37.6500,-0.55,0.642,36.3760,-1.504,-0.528,36.2000,-1.3,-0.682,37.7060,-0.672,-0.072
2016/12/02,20201005.0000,36.5760,-1.074,-0.592,36.2940,-0.082,-1.94,36.0000,-0.2,-0.742,36.9760,-0.73,-1.318
2016/12/05,20347400.0000,36.5020,-0.074,-1.62,37.3600,1.066,-1.268,36.5020,0.502,-1.298,37.7780,0.802,-1.3508
2016/12/06,16946825.0000,37.1040,0.602,-1.624,37.1700,-0.19,-2.16,36.5365,0.0345,-2.1915,37.3160,-0.462,-2.1314
2016/12/07,27285355.0000,37.2300,0.126,-1.866,38.6300,1.46,-0.594,37.0000,0.4635,-1.91,38.6800,1.364,-1.19
2016/12/08,15968420.0000,38.4100,1.18,-0.702,38.4580,-0.172,0.544,37.9080,0.908,0.008,38.5000,-0.18,-0.846
2016/12/09,13604685.0000,38.1740,-0.236,-0.026,38.4360,-0.022,0.556,38.1620,0.254,0.662,38.7672,0.2672,0.3892
2016/12/12,12182140.0000,38.5600,0.386,0.91,38.4860,0.05,2.11,38.2080,0.046,2.008,38.8840,0.1168,1.178
2016/12/13,34096610.0000,38.6360,0.076,2.06,39.6300,1.144,3.336,38.6000,0.392,2.6,40.2560,1.372,3.28
2016/12/14,20736570.0000,39.7480,1.112,3.246,39.7380,0.108,2.378,39.3520,0.752,2.85,40.6000,0.344,2.822
2016/12/15,16093265.0000,39.6820,-0.066,2.578,39.5160,-0.222,2.346,39.4780,0.126,2.9415,40.1480,-0.452,2.832
2016/12/16,18977220.0000,39.6160,-0.066,2.386,40.4980,0.982,1.868,39.5200,0.042,2.52,40.5180,0.37,1.838
2016/12/19,17434685.0000,40.4980,0.882,2.088,40.5460,0.048,2.088,39.9680,0.448,2.06,40.8900,0.372,2.39
2016/12/20,23421345.0000,40.6100,0.112,2.436,41.7580,1.212,3.322,40.5000,0.532,2.338,41.8000,0.91,3.0328
2016/12/21,26030715.0000,41.6900,1.08,3.13,41.5400,-0.218,3.054,41.4820,0.982,3.274,42.4460,0.646,3.562
2016/12/22,15542135.0000,41.6440,-0.046,3.008,41.6900,0.15,2.06,41.3000,-0.182,2.7,41.9980,-0.448,1.742
2016/12/23,23341315.0000,41.6000,-0.044,1.852,42.6680,0.978,2.93,41.5420,0.242,2.19,42.6900,0.692,2.09
2016/12/27,29566675.0000,42.9760,1.376,3.294,43.9060,1.238,4.39,42.8840,1.342,3.406,44.4500,1.76,4.302
2016/12/28,18892720.0000,44.3060,1.33,4.69,43.9480,0.042,3.45,43.4400,0.556,3.92,44.7600,0.31,4.242
2016/12/29,20215430.0000,43.7120,-0.594,3.214,42.9360,-1.012,2.39,42.8245,-0.6155,2.8565,43.8400,-0.92,2.95
2016/12/30,23206440.0000,43.2600,-0.452,2.65,42.7380,-0.198,0.98,42.3360,-0.4885,1.836,43.5000,-0.34,1.7
2017/01/03,29507470.0000,42.9720,-0.288,1.282,43.3980,0.66,1.858,42.1920,-0.144,0.71,44.0660,0.566,1.62
2017/01/04,56022800.0000,42.9500,-0.022,1.306,45.3980,2.0,3.708,42.8620,0.67,1.562,45.6000,1.534,3.602
2017/01/05,29544635.0000,45.2840,2.334,3.684,45.3500,-0.048,2.682,44.3900,1.528,2.848,45.4960,-0.104,2.806
2017/01/06,27620765.0000,45.3860,0.102,2.41,45.8020,0.452,1.896,45.0900,0.7,2.206,46.0620,0.566,1.612
2017/01/09,19863580.0000,45.7940,0.408,1.488,46.2560,0.454,2.308,45.6000,0.51,2.16,46.3840,0.322,1.624
2017/01/10,18294905.0000,46.4000,0.606,2.688,45.9740,-0.282,3.038,45.3780,-0.222,2.5535,46.4000,0.016,2.56
2017/01/11,18249550.0000,45.8140,-0.586,2.554,45.9460,-0.028,3.208,45.3360,-0.042,3.0,45.9960,-0.404,2.496
2017/01/12,18937735.0000,45.8120,-0.002,2.84,45.9180,-0.028,2.52,45.1160,-0.22,2.924,46.1400,0.144,2.074
2017/01/13,30428050.0000,46.0000,0.188,3.05,47.5500,1.632,2.152,45.9180,0.802,3.056,47.5700,1.43,1.97
2017/01/17,23073655.0000,47.3400,1.34,2.056,47.1160,-0.434,1.766,46.8740,0.956,2.484,47.9920,0.422,2.496
2017/01/18,18836360.0000,47.3300,-0.01,1.944,47.6720,0.556,1.87,47.1160,0.242,2.026,47.9420,-0.05,1.88
2017/01/19,38586220.0000,49.4500,2.12,3.656,48.7520,1.08,2.496,48.1500,1.034,2.55,49.7360,1.794,3.352
2017/01/20,20998600.0000,49.0920,-0.358,2.692,48.9460,0.194,2.972,48.6020,0.452,3.224,49.2000,-0.536,2.8
2017/01/23,31310485.0000,49.1700,0.078,3.356,49.7840,0.838,3.838,49.1000,0.498,3.764,50.1780,0.978,4.182
2017/01/24,24790720.0000,50.0000,0.83,4.188,50.9220,1.138,5.004,49.9300,0.83,4.814,50.9600,0.782,4.82
2017/01/25,25726505.0000,51.4620,1.462,5.462,50.8940,-0.028,3.344,50.3600,0.43,4.442,51.6920,0.732,4.122
2017/01/26,15718585.0000,50.8580,-0.604,3.518,50.5020,-0.392,3.386,50.1500,-0.21,3.276,51.1480,-0.544,3.156
2017/01/27,15808870.0000,50.2760,-0.582,2.946,50.5900,0.088,2.918,49.7040,-0.446,2.588,50.6000,-0.548,2.658
2017/01/30,18993190.0000,50.5060,0.23,1.056,50.1260,-0.464,1.374,49.4200,-0.284,1.27,51.0580,0.458,1.322
2017/01/31,20560065.0000,49.8480,-0.658,0.756,50.3860,0.26,1.44,49.5400,0.12,0.938,51.1780,0.12,1.978
2017/02/01,19765525.0000,50.6100,0.762,1.44,49.8480,-0.538,0.064,49.8100,0.27,0.71,50.6400,-0.538,0.462
2017/02/02,12493995.0000,49.6680,-0.942,-0.332,50.3100,0.462,-0.612,49.5420,-0.268,-0.388,50.4840,-0.156,-0.476
2017/02/03,10926150.0000,50.3820,0.714,-1.08,50.2660,-0.044,-0.628,49.9360,0.394,-0.424,50.4358,-0.0482,-1.2562
2017/02/06,17788000.0000,50.2000,-0.182,-0.658,51.5540,1.288,1.052,50.1260,0.19,-0.024,51.5640,1.1282,0.416
2017/02/07,21220315.0000,51.6380,1.438,1.362,51.4960,-0.058,0.906,51.2840,1.158,1.58,52.0000,0.436,1.4
2017/02/08,19562140.0000,51.4700,-0.168,0.964,52.4160,0.92,2.29,51.2400,-0.044,1.82,52.6720,0.672,1.614
2017/02/09,39063000.0000,53.2500,1.78,3.402,53.8400,1.424,3.454,53.2300,1.99,3.69,54.2360,1.564,3.058
2017/02/10,18091680.0000,53.9580,0.708,3.348,53.8460,0.006,3.998,53.2220,-0.008,3.412,54.1900,-0.046,3.55
2017/02/13,35115360.0000,54.1480,0.19,4.48,56.1200,2.274,5.81,54.1020,0.88,4.56,56.1580,1.968,5.674
2017/02/14,36707250.0000,55.8060,1.658,5.424,56.1960,0.076,5.93,55.7220,1.62,5.786,57.4780,1.32,7.0422
2017/02/15,24719395.0000,56.0000,0.194,5.8,55.9520,-0.244,4.398,55.2880,-0.434,5.162,56.4480,-1.03,4.884
2017/02/16,35319300.0000,55.5200,-0.48,3.882,53.7900,-2.162,2.294,53.7000,-1.588,2.416,56.0000,-0.448,4.0
2017/02/17,31257345.0000,53.1600,-2.36,1.69,54.4460,0.656,2.03,52.8300,-0.87,1.59,54.5780,-1.422,1.906
2017/02/21,28237875.0000,55.0900,1.93,1.84,55.4780,1.032,1.638,54.8020,1.972,1.572,56.2800,1.702,2.044
2017/02/22,42689055.0000,56.0620,0.972,2.104,54.7020,-0.776,0.856,54.5200,-0.282,1.298,56.6900,0.41,2.5
2017/02/23,74385450.0000,52.8000,-3.262,-1.348,51.1980,-3.504,-4.922,51.1120,-3.408,-2.99,52.9320,-3.758,-3.226
2017/02/24,40834345.0000,50.5320,-2.268,-5.274,51.4000,0.202,-4.796,50.0400,-1.072,-5.682,51.6500,-1.282,-5.828
2017/02/27,57250800.0000,49.6340,-0.898,-6.366,49.2460,-2.154,-6.706,48.4020,-1.638,-6.886,49.6720,-1.978,-6.776
2017/02/28,30369450.0000,48.8380,-0.796,-6.682,49.9980,0.752,-3.792,48.7800,0.378,-4.92,50.2000,0.528,-5.8
2017/03/01,24024815.0000,50.8360,1.998,-2.324,50.0040,0.006,-4.442,49.8220,1.042,-3.008,50.9700,0.77,-3.608
2017/03/02,16728755.0000,49.9420,-0.894,-5.148,50.0960,0.092,-5.382,49.6540,-0.168,-5.148,50.6560,-0.314,-5.624
2017/03/03,14627405.0000,50.1480,0.206,-5.914,50.3140,0.218,-4.388,49.8000,0.146,-4.72,50.3800,-0.276,-6.31
2017/03/06,16768005.0000,49.5820,-0.566,-3.218,50.2420,-0.072,-0.956,49.5020,-0.298,-1.61,50.3400,-0.04,-2.592
2017/03/07,17262935.0000,50.3840,0.802,-0.148,49.7180,-0.524,-1.682,49.6640,0.162,-0.376,50.7780,0.438,-0.872
2017/03/08,18633730.0000,49.4000,-0.984,-0.234,49.3740,-0.344,0.128,49.0640,-0.6,0.662,50.0140,-0.764,0.342
2017/03/09,19382470.0000,49.5260,0.126,0.688,48.9800,-0.394,-1.018,48.6000,-0.464,-0.18,49.7320,-0.282,-0.468
2017/03/10,15313925.0000,49.2420,-0.284,-1.594,48.7380,-0.242,-1.266,48.6000,0.0,-1.222,49.3000,-0.432,-1.67
2017/03/13,15056400.0000,48.9640,-0.278,-0.978,49.2340,0.496,-0.862,48.5562,-0.0438,-1.0978,49.3700,0.07,-1.286
2017/03/14,37908595.0000,49.2220,0.258,-0.926,51.6000,2.366,1.286,49.2040,0.6478,-0.596,51.6240,2.254,1.244
2017/03/15,26166825.0000,51.4000,2.178,1.818,51.1460,-0.454,0.904,50.8540,1.65,1.352,52.2000,0.576,1.86
2017/03/16,35635900.0000,52.4800,1.08,2.096,52.4100,1.264,2.692,51.8120,0.958,2.148,53.1500,0.95,2.372
2017/03/17,32455090.0000,52.8000,0.32,3.4,52.3000,-0.11,2.926,52.2400,0.428,3.176,53.0660,-0.084,3.052
2017/03/20,18008080.0000,52.1200,-0.68,2.594,52.3840,0.084,3.404,51.7642,-0.4758,3.1642,52.9100,-0.156,3.178
2017/03/21,34507775.0000,52.5660,0.446,3.324,50.1360,-2.248,1.398,50.0480,-1.7162,1.448,52.9600,0.05,3.66
2017/03/22,20283675.0000,50.3120,-2.254,1.348,51.0020,0.866,1.768,50.1020,0.054,1.5458,51.0140,-1.946,1.644
2017/03/23,16549220.0000,51.0780,0.766,1.856,50.9560,-0.046,-0.644,50.6600,0.558,1.456,51.5344,0.5204,-0.0896
2017/03/24,28188340.0000,51.1400,0.062,-0.26,52.6320,1.676,1.486,51.0020,0.342,0.148,52.7780,1.2436,0.578
2017/03/27,31106805.0000,52.1200,0.98,-0.36,54.0440,1.412,1.634,51.9500,0.948,0.138,54.1140,1.336,0.964
2017/03/28,39893325.0000,55.4040,3.284,2.604,55.4900,1.446,3.19,55.0000,3.05,2.76,56.1360,2.022,3.07
2017/03/29,18362630.0000,55.6680,0.264,3.548,55.4760,-0.014,3.092,55.1080,0.108,3.3438,55.9200,-0.216,3.01
2017/03/30,20707185.0000,55.6080,-0.06,3.042,55.5840,0.108,5.448,55.4420,0.334,5.394,56.4000,0.48,3.44
2017/03/31,16468490.0000,55.7460,0.138,5.434,55.6600,0.076,4.658,55.2639,-0.1781,5.1619,55.9360,-0.464,4.922
2017/04/03,69324250.0000,57.3800,1.634,6.302,59.7040,4.044,8.748,56.9160,1.6521,6.256,59.8000,3.864,8.2656
2017/04/04,50541150.0000,59.3780,1.998,8.238,60.7400,1.036,8.108,58.9060,1.99,7.904,60.9620,1.162,8.184
2017/04/05,39292825.0000,60.4080,1.03,8.288,59.0000,-1.74,4.956,58.8400,-0.066,6.89,60.9760,0.014,6.862
2017/04/06,27588655.0000,59.3760,-1.032,3.972,59.7400,0.74,4.25,58.8200,-0.02,3.82,60.3880,-0.588,4.252
2017/04/07,22833160.0000,59.5000,0.124,3.832,60.5080,0.768,5.032,59.4300,0.61,4.322,60.5380,0.15,4.618
2017/04/10,38268115.0000,61.8300,2.33,6.222,62.4780,1.97,6.894,61.7420,2.312,6.3,62.7460,2.208,6.346
2017/04/11,28590265.0000,62.6760,0.846,6.93,61.7420,-0.736,6.082,61.1000,-0.642,5.8361,62.6940,-0.052,6.758
2017/04/12,30218240.0000,61.2680,-1.408,3.888,59.3680,-2.374,-0.336,59.2640,-1.836,2.348,61.6896,-1.0044,1.8896
2017/04/13,46378410.0000,59.3400,-1.928,-0.038,60.8000,1.432,0.06,59.0600,-0.204,0.154,61.4780,-0.2116,0.516
2017/04/17,20640335.0000,60.5400,1.2,0.132,60.2880,-0.512,1.288,59.7360,0.676,0.896,60.8000,-0.678,-0.176
2017/04/18,15171125.0000,59.9400,-0.6,0.564,60.0500,-0.238,0.31,59.5800,-0.156,0.76,60.1680,-0.632,-0.22
2017/04/19,19455725.0000,60.4920,0.552,0.992,61.1040,1.054,0.596,60.4220,0.842,0.992,61.3240,1.156,0.786
2017/04/20,30729805.0000,61.3020,0.81,-0.528,60.5020,-0.602,-1.976,60.0460,-0.376,-1.696,61.8300,0.506,-0.916
2017/04/21,22509790.0000,60.4000,-0.902,-2.276,61.1200,0.618,-0.622,60.0840,0.038,-1.016,61.2800,-0.55,-1.414
2017/04/24,25388855.0000,61.8440,1.444,0.576,61.6060,0.486,2.238,61.2043,1.1203,1.9403,62.1100,0.83,0.4204
2017/04/25,33670810.0000,61.6000,-0.244,2.26,62.7580,1.152,1.958,61.1720,-0.0323,2.112,62.7960,0.686,1.318
2017/04/26,23415655.0000,62.4740,0.874,1.934,62.0340,-0.724,1.746,61.8000,0.628,2.064,62.9000,0.104,2.1
2017/04/27,17313315.0000,62.3380,-0.136,2.398,61.7260,-0.308,1.676,61.5000,-0.3,1.92,62.6180,-0.282,2.45
2017/04/28,22483295.0000,61.9660,-0.372,1.474,62.8140,1.088,1.71,61.6000,0.1,1.178,62.9600,0.342,1.636
2017/05/01,44099440.0000,62.9760,1.01,1.674,64.5660,1.752,4.064,62.9620,1.362,2.916,65.4500,2.49,3.62
2017/05/02,26582755.0000,64.8000,1.824,4.4,63.7780,-0.788,2.658,63.3120,0.35,3.228,65.5320,0.082,4.252
2017/05/03,34396295.0000,63.5340,-1.266,1.69,62.2040,-1.574,0.598,62.0900,-1.222,0.8857,64.3060,-1.226,2.196
2017/05/04,70679950.0000,61.4870,-2.047,-0.113,59.0920,-3.112,-3.666,58.1520,-3.938,-3.02,61.5540,-2.752,-1.242
2017/05/05,40587245.0000,59.6000,-1.887,-2.874,61.6700,2.578,-0.364,59.3600,1.208,-2.44,61.7100,0.156,-1.19
2017/05/08,35014535.0000,62.1800,2.58,-0.158,61.4380,-0.232,-0.288,61.1640,1.804,-0.336,62.7580,1.048,0.14
2017/05/09,48316870.0000,61.8760,-0.304,-0.09,64.2520,2.814,1.438,61.8200,0.656,0.22,64.3980,1.64,1.438
2017/05/10,28672620.0000,64.3120,2.436,1.336,65.0440,0.792,0.478,63.6240,1.804,0.662,65.1000,0.702,-0.35
2017/05/11,23735860.0000,64.6800,0.368,-0.12,64.6200,-0.424,0.842,63.9200,0.296,0.608,65.2000,0.1,-0.332
2017/05/12,20593065.0000,65.0960,0.416,1.562,64.9620,0.342,2.758,64.3060,0.386,2.216,65.4000,0.2,1.094
2017/05/15,38034270.0000,63.6760,-1.42,2.189,63.1760,-1.786,4.084,62.5060,-1.8,4.354,64.0400,-1.36,2.486
2017/05/16,20705330.0000,63.5180,-0.158,3.918,63.4020,0.226,1.732,63.0280,0.522,3.668,64.0120,-0.028,2.302
2017/05/17,33478285.0000,62.8780,-0.64,0.698,61.2220,-2.18,-0.216,61.1000,-1.928,-0.064,62.9260,-1.086,0.168
2017/05/18,28045765.0000,61.4000,-1.478,-0.476,62.6120,1.39,-1.64,61.0620,-0.038,-0.758,62.7880,-0.138,-1.61
2017/05/19,23272900.0000,63.1000,1.7,-1.212,62.1660,-0.446,-2.878,62.0400,0.978,-1.584,63.3000,0.512,-1.8
2017/05/22,21621525.0000,62.5600,-0.54,-2.12,62.0700,-0.096,-2.55,61.3600,-0.68,-2.56,62.8740,-0.426,-2.326
2017/05/23,21571335.0000,62.0920,-0.468,-3.004,60.7720,-1.298,-4.19,60.6960,-0.664,-3.61,62.1460,-0.728,-3.254
2017/05/24,25175960.0000,61.3020,-0.79,-2.374,62.0440,1.272,-1.132,61.0800,0.384,-1.426,62.2000,0.054,-1.84
2017/05/25,25002160.0000,62.2040,0.902,-1.314,63.3660,1.322,-0.036,61.5620,0.482,-1.466,63.3940,1.194,-0.618
2017/05/26,38965045.0000,63.4560,1.252,0.578,65.0280,1.662,3.806,63.2620,1.7,2.162,65.0980,1.704,2.172
2017/05/30,38857680.0000,65.2000,1.744,3.8,67.0200,1.992,4.408,65.1520,1.89,4.09,67.2560,2.158,4.468
2017/05/31,49687780.0000,67.5380,2.338,4.438,68.2020,1.182,6.036,67.0320,1.88,4.992,68.5780,1.322,5.278
2017/06/01,38008820.0000,68.8000,1.262,6.24,68.0740,-0.128,6.004,67.4580,0.426,6.098,68.9760,0.398,6.102
2017/06/02,27919760.0000,67.9540,-0.846,5.862,67.9700,-0.104,7.198,67.1860,-0.272,6.49,68.5760,-0.4,6.43
2017/06/05,33845870.0000,67.7000,-0.254,6.398,69.4640,1.494,7.42,66.8420,-0.344,5.762,69.6880,1.112,7.488
