"1093643321732464646"	2019-02-07	25232	89284	"I’ve written a post about developments with the National Enquirer and its parent company, AMI. You can find it here: https:\/\/t.co\/G1ykJAPPwy"
"674008204838199297"	2015-12-07	7799	9890	"Finally trashed by @realDonaldTrump. Will still reserve him a seat on the Blue Origin rocket. #sendDonaldtospace https:\/\/t.co\/9OypFoxZk3"
"1220059386694922240"	2020-01-22	5418	31857	"#Jamal https:\/\/t.co\/8ej1rUBXVb"
"1171060934753734656"	2019-09-09	762	5920	"We're sending two Amazon Air planes packed with tens of thousands of Amazon-donated and customer-donated relief items to support those impacted by #HurricaneDorian in the Bahamas. Thanks to all the teams who are making this possible. https:\/\/t.co\/iY86RGh9AX https:\/\/t.co\/Y3DHueJaXf"
"1047152109508997121"	2018-10-02	3558	19807	"Thank you @SenSanders. We’re excited about this, and also hope others will join in. https:\/\/t.co\/kasWkkOhWo"
"1019737114093629441"	2018-07-19	247	2116	"Appreciate the support, Mr. Vice President. I’m thrilled to report from West Texas that the team nailed it today #launchlandrepeat https:\/\/t.co\/yiIB7zTtde"
"1045423889856192512"	2018-09-27	486	2807	"Big win for @BlueOrigin today! And a big thank you to @ulalaunch for choosing our BE-4 engine. Excited to be a part of Vulcan’s mission to space. #21stCenturyEngine #AllAmericanEngine #GradatimFerociter https:\/\/t.co\/K0Szt3jesi"
"895324443500609536"	2017-08-09	230	2191	"Couldn’t happen to a nicer guy. Congratulations @jeffreytambor! https:\/\/t.co\/543RCTusqX"
